sample_id	haplogroup
EF222235	U4a2h
EF222236	U4a2a1
EF222239	U4a2a3b1
EF222241	U4a
EF222242	U4a2c1
EF222243	R1a1a1a
EF222244	R1a1a1a
EF222247	HV9a1a1
EF222249	U4a
EF222250	U4a2a1
EF222252	U4a2c1
EF222253	HV9l
EF396958	HV1b2a7
EF397558	J1b1b1y
EF397559	A24
EF397560	A12a1
EF397561	M7c1a5+150
EF397562	J1b1b1a
EF417833	HV4e
EF418606	H2a2b1a1aj"
EF419891	U5b2b2k
EF420249	U5b2a3c
EF420250	H5p6
EF420876	U5b1bb
EF420877	U5b1b1a2+207
EF429136	C7a2a
EF429139	B4c1b2a1
EF452293	J1c1b1f1
EF452294	U2e1e4a
EF459670	U5b2a2b3
EF472971	H16b
EF486517	N1a1a2
EF486518	N1a1a1a1b
EF486519	N1a1a1a1
EF495216	R14
EF495217	M29b2
EF495218	Q2
EF495219	M15
EF495221	P4a1e1
EF528162	U2e2a1b5
EF532800	H26a1c1
EF545566	H11a2a1
EF556148	R30b2a9
EF556149	M30c1a1
EF556151	M39a1c2
EF556153	I1b28^
EF556154	W1d
EF556157	U1a1b5
EF556158	U3b1a2
EF556159	X2b1
EF556160	T2c1a1b
EF556162	H579
EF556163	H14a1a
EF556165	X2e1a1a1
EF556167	R2b1
EF556169	J1b2f
EF556170	R0a2a2
EF556171	L3x1a1a
EF556172	R0a2b1
EF556173	L5a1a
EF556174	L0a2c
EF556175	X2b1a
EF556176	R0a2c1
EF556177	H1bo2
EF556178	H6a1b1
EF556179	U7a18
EF556180	M1a1c
EF556181	H1e8
EF556182	HV1b1c
EF556185	H6a1a1a
EF556186	T2g1a1a
EF556187	H20a1a1
EF556188	T2e1b1
EF556190	HV1c1a
EF556191	H4a1a3a1a
EF556193	M64b2a
EF556194	U1a2f1
EF556195	M5a6b1
EF581833	H7b3
EF583176	M5a1b1a1
EF583177	J1b3a1a
EF609012	H16g
EF609013	W1g3
EF609015	H4a1a1a1a1b
EF645646	T1a3a5
EF649971	HV0a1a
EF652811	W5a1a11
EF657254	A2f1
EF657326	B2b4
EF657335	L2a1i1a
EF657347	B2f2
EF657385	K1b1a1b
EF657455	T2a1a1b
EF657508	W3a1a3b1
EF657519	U4c1a2
EF657743	L0a1b2a8
EF660914	H31
EF660915	J1c10
EF660916	J1b1a3a
EF660917	I5a1b
EF660920	H13c1a3
EF660923	H1ba1a
EF660925	H29b1
EF660933	H1e5a4a
EF660936	HV1f1a
EF660937	N1a3a3a
EF660938	H3r1+15944
EF660941	T2c1a2d
EF660942	X2n4
EF660944	N1a1a1a1
EF660945	HV22
EF660947	H7a1a3
EF660948	H13a2b1a1
EF660950	U5a2c2b1
EF660955	H12
EF660956	H13b1
EF660967	J2a2a
EF660968	HV0f6
EF660981	J1c1h
EF660982	T2b4g
EF660987	I4a1i
EF661000	T1a1r
EF661005	V1a1b2
EF661006	U2e1b2f
EF692533	U1a1d2
ERM043	D5a2a
ERM044	D5b1h
ERM046	N9a1
ERM048	D4j3b
ERM049	M9a1a3
ERM050	Z4a
ERM054	D4a1
ERM059	C7
ERM070	D4j5a2
ERM071	F1b1f
ERM073	T2a1a
ERM074	HV14a1
ERM076	N9a2'4'5'11
ERM088	H10e1
ERM099	D4j29
ERM105	D5a2a1d
ERM108	D4e5a
ERM109	G2b2d3
ERM111	B4a2b
ERM115	D4g1b1
ERM117	I1a1c
ERM119	H1ty
ERM120	M9a1a1c1b1a
ERM138	B4h1b
ERM140	B4b1a2a3
ERM142	D4h4b
ERM144	C4a1a13
ERM146	B4m2
ERM147	B4f3
ERM148	D4a6
ERM154	H6a1b
ERM159	F1b1ak"
ERM164	G2a9b1
ERM176	C4a1a4a
ERM179	Z4d
ERM180	B4c1a3
ERM182	D4o2
ERM191	D4a7b1a1
ERM193	R9b1a3b1
ERM194	D4j3b
ERM197	H1c22
ERM218	B4b1a2e
EU007835	D2a2a
EU007836	A2b1a
EU007837	A2b1
EU007838	A2a6
EU007839	C4b2a
EU007840	A2b1
EU007841	G1b2
EU007842	A2b1a
EU007843	A2a8
EU007844	A2a112"
EU007845	A2a8
EU007847	A2a2b
EU007848	Y1a2a
EU007849	G1b6
EU007850	C5a2b3
EU007851	U5a2a1t1
EU007855	Y1a14a1
EU007858	C1a1'2
EU007859	J1c5
EU007860	D5a2a2a
EU007861	C4a2a1
EU007862	T2g1a+16362
EU007863	D4s
EU007866	D4m2b
EU007867	D4i2a
EU007868	A+16092+150
EU007869	D5a2a1+16266
EU007870	T2b16
EU007871	D4j8h
EU007872	T2b4h
EU007876	T1a1d
EU007877	D4j2a
EU007878	H27a
EU007880	J1d6a
EU007883	D4
EU007884	A2a1
EU007886	A2a112"
EU007890	M7c1a1a1a
EU007892	Y1a+16266
EU007893	D5c
EU007894	A2b1b1
EU007895	D4b1a2a1a
EU049814	U5a2c3a8
EU051827	H4a1a10
EU052289	H13b1a
EU073969	K1e1a1
EU073970	J1c6a
EU073971	H10a1a1
EU086510	W14
EU092660	L3c2
EU092661	L2b3c5b
EU092663	L2a1c3a3
EU092665	L0a1a4
EU092667	L1b1a16d
EU092668	L0f2a1b
EU092671	L2a1p1a
EU092672	L1b1a2b
EU092676	L2a1h2
EU092681	L3e1b1a1
EU092682	L3b1b1b
EU092684	L3x2a1a3
EU092686	L6b3
EU092688	L0a1b1a1
EU092689	L1c3b1b1a2a
EU092690	L2a1b1a
EU092692	L2b2c7a3
EU092693	L3e1d1a
EU092694	L3b1a11f
EU092695	L3e4a4
EU092697	L2c2i2
EU092699	L5a2c
EU092700	L0d2a1i
EU092703	L1c3a8a
EU092704	L3f1b4c3
EU092708	L0d2c1d1
EU092710	L2c2b1b4
EU092711	L2a1a49
EU092712	L1c2b1c2
EU092714	L0a1a1c2
EU092716	L1b1a6
EU092717	L1c1c4a1a3
EU092718	L1c3a1a3b
EU092720	L2a1c3b1
EU092721	L2a1l2c1
EU092722	L2b1a2e2
EU092723	L2c6a1a
EU092724	L2e2a1a1
EU092725	L3b2a8b1a
EU092726	L3b1a12a2a
EU092727	L3b1a9a2a
EU092729	L3e2a3b
EU092733	L2a1c8b
EU092734	L2b4a
EU092736	L3h1b2d
EU092737	L1b1a9b
EU092738	L1c2b2a3a
EU092739	L2a1o1a
EU092740	L3e1s
EU092743	L4b2a2a1a2
EU092746	L0a1b2a
EU092747	L2b1c2
EU092748	L4a1a2a1
EU092749	L3e1a1a11
EU092750	L4b2a2d1b
EU092752	L3e4a3a
EU092753	L3h1a2b1d2
EU092756	L2a1j2
EU092759	L3b1a4d
EU092761	L2a1b
EU092762	L3d1c2a
EU092763	L0a1a5a
EU092764	L0a1a8
EU092765	L2a1d1c1
EU092766	L2b1e3
EU092768	L3b1a36a1
EU092769	L3e2a12
EU092770	L3f2b1
EU092773	L6a2a
EU092774	L5b1b1
EU092775	L1b1a2a4
EU092777	L3e2b2b2
EU092780	L4b2a2b2
EU092784	L3e2b2a
EU092786	L0f2b
EU092787	L0a2a2a
EU092791	L3f1b4a1
EU092792	L0k2b1a
EU092793	L2a1am
EU092794	L2d1a1c
EU092796	L3d1a
EU092799	L4a2b1a1
EU092801	L0a1d2
EU092802	L6a1a
EU092805	L3f1b2b
EU092806	L2a1x
EU092807	L2a1l1a
EU092808	L4b1a2a
EU092809	L0a1d3
EU092812	L2a1l1a1c
EU092813	L2c1a2a1
EU092814	L3b1b
EU092816	L2a1j1+16192
EU092817	L2d9
EU092818	L3x2b2a
EU092821	L3e5a1b1
EU092822	L3k3
EU092825	L3b1a9a4
EU092827	L3e1y
EU092828	L3h1b1b2
EU092830	L3d1c1c+709
EU092831	L0d1c3a
EU092832	L0d1c1a1b
EU092833	L0d1a1b2
EU092837	L0k1a1f
EU092840	L0d2b2a2
EU092842	L0d3b1f
EU092845	L0d2c1a1a
EU092848	L1c2a3b1
EU092849	L1c2b1b5+204
EU092851	L3d3a1a
EU092852	L1b1a10b
EU092855	L0k1a2
EU092856	L0d1c1a1a8
EU092857	L3f1b1a1a
EU092861	L0a2a1b2
EU092862	L3e1d1l
EU092863	L0d1a1a3
EU092864	L1c2a2c
EU092865	L3f1b4a2a2
EU092867	L3e1a2b
EU092868	L0a2a1a2b1
EU092870	L0f1a1a
EU092876	L3d1a1b4
EU092877	L3f2b2
EU092879	L3e1c
EU092883	L3f1b3e3
EU092884	L1b1a10a1+185
EU092887	L3e1w
EU092888	L5a1b2
EU092890	L2a1a3a1
EU092891	L3f1a2
EU092893	L1b1a10a2
EU092896	L2a2a2
EU092897	L3b1a10
EU092898	L3d4n2
EU092899	L3d1b6a
EU092900	L0a5b1
EU092902	L2a2a1b
EU092903	L3h1b1a2a1
EU092905	L2a1a3a3
EU092906	L0a4
EU092911	L0a2a1a2c
EU092912	L3f1b4a1e
EU092913	L0a2d1c
EU092914	L2a1h1c1a1
EU092915	L3e1e1
EU092916	L2a1a21
EU092921	L0d3a2a
EU092923	L3i1b2
EU092926	L3e2a2c
EU092928	L1b1a5a
EU092932	L3d1a1a1c
EU092935	L4a2c1
EU092936	L0b2a
EU092938	L4b2a2a2a1
EU092939	L2a1d1a1
EU092941	L3a2a2
EU092942	L4b2a1c
EU092943	L5a1b1a1
EU092944	L3x2a2a
EU092945	L0a1c1c
EU092951	L4b2a2b3
EU092952	L1b1a2a5
EU092953	L3f1b2a
EU092954	L2a1c1a2a
EU092955	L2c2a3a
EU092956	L1c3a1b2b1a
EU092958	L3b1a6a
EU092959	L3e5b1
EU092960	L3e1a3b3a
EU092962	L3b1a5f1
EU092964	L0f2a2a1
EU092966	L0k1a1a
EU095196	A2aa
EU095201	A2aa3
EU095202	A2dy3
EU095206	B2h4
EU095209	B2e4
EU095210	B2b5b3
EU095215	B2h
EU095216	B2b3a2a
EU095217	B2i1a
EU095218	B2i1
EU095221	B2b3
EU095226	C1b
EU095229	C1b6
EU095230	C1b6
EU095232	D1la2"
EU095233	D1a1
EU095234	D1a1a
EU095235	D1f1a
EU095236	D1e
EU095237	D1a2
EU095240	D1f1b
EU095242	X2a1b1a
EU095244	X2a1c
EU095249	X2a1a1a2+207
EU095251	X2a1a
EU095526	A2a5b'c'd'e
EU095529	A2ac6b
EU095531	D4h3a+16241
EU095532	B2b17g
EU095533	A2b
EU095536	D1f4
EU095537	C1d1d1a
EU095538	A2fd
EU095541	D2b1a1
EU095542	D2b2
EU095543	C4c
EU095544	C1c3b1
EU095545	A2hs1
EU095547	A2a1
EU095548	B2dv2a2
EU095550	B2d
EU095552	A2k1b
EU124886	U5a2a1d
EU130562	H1a2b
EU131366	H49a9
EU135972	W5a1a1b1
EU140330	U5a1b1c
EU140898	U4b2e
EU148452	H1e4a
EU148486	M33c9b+8251
EU151864	U5a2c1e1
EU154342	H6a1b2d1
EU155191	J1c2dt1a
EU156036	H10ac
EU157923	H2a2a1a2a^
EU170619	H16a
EU182656	U5b2a1b
EU200347	H4a1a1a1a
EU200759	L3d1b1b4
EU200760	L2a1k1
EU200761	L3b1b1
EU200762	L2a1c3a2a
EU200763	L2a1k
EU200764	L1b1a12b1a
EU200765	M1a3b1
EU219349	M8a2b
EU219920	H1b1
EU233797	U5b2a5b1a1
EU239477	K1b1a1c1a
EU244000	U5b2a1a1d
EU262720	K1c1c4
EU273476	L1c1a2b
EU273478	L1c1a1a1b1
EU273481	L1c1a1a1b
EU273484	L1c1a1a2a
EU273488	L1c3b1a5
EU273489	L1c6d1
EU273490	L1c1a1a1a
EU273491	L1c1a1b
EU273493	L1c3c
EU273496	L1c1a2a1a1
EU273497	L1c1a1a1b5
EU273499	L1c1b1a1
EU273500	L1c1a1a2b
EU273501	L1c2a2d
EU273502	L1c4a1a
EU282416	H73a1
EU284177	K2a7a
EU284668	J1c12
EU294321	K2b1a3d
EU294322	M12a1a2a1
EU294323	H5a1g1
EU327782	K1a1b1a
EU327891	C1c8a
EU327986	K2a2a1
EU330890	U2b1d1
EU334872	B2f1
EU344156	K1a3a6
EU369395	T1a6c
EU370982	H13a1a2a2
EU372627	H5a1j
EU372630	H1j9b
EU372659	K1b2a2e
EU400619	W4a1
EU428753	U4a1b1a1
EU431080	A2i
EU431081	A2ax3a
EU431082	A2n2a2
EU431084	B2y1
EU431085	C1b4
EU431087	C1c8a^
EU431089	D1f12+189
EU439939	X2a1
EU440736	U2d1a'b
EU443443	M2a1c2
EU443445	M2a1c
EU443447	M2a3a4a
EU443449	M2b3a4
EU443450	M2a3b
EU443454	M2a1b
EU443456	M2a1b2
EU443459	M2b2a
EU443460	M2a1r1
EU443463	M2b2b
EU443467	M2a1a3a1
EU443468	M2a1a3b
EU443470	M2a1a3a
EU443472	M2a1a1
EU443473	M2a1a1a1
EU443474	M2a2a1
EU443477	M2a1a2a1
EU443480	M2a1a2a1a
EU443481	M2b1c1
EU443483	M2b1a3
EU443484	M2b4
EU443486	M2b4
EU443487	M2a2b
EU443493	M2a1p2
EU443494	M2a1a2a2
EU443496	M2b1b
EU443498	M2b1b
EU443499	M2a1l2
EU443501	M2a1a3a
EU443502	M2a1a3
EU443504	M2b1a
EU443505	M2a3c
EU443506	M2a1n
EU443507	M2a1a1b
EU443508	M2a1a1a
EU443509	M2a1a1b1
EU443512	M2b6
EU443513	M2a3a1
EU445683	U7b1
EU445684	U7b1+16362
EU482303	C5d1c
EU482304	C4b1c
EU482305	D4b1a2b
EU482306	C5a2b3
EU482308	D4i2
EU482309	D5a2a2
EU482310	C4b3a
EU482313	C4b7
EU482314	C4+3816
EU482315	C4b3a1
EU482316	D3a
EU482318	D4l2a2a
EU482323	C4a2a1a
EU482324	C4b3a1
EU482325	D4j5a3
EU482326	C4b7a
EU482328	C5a2b2
EU482333	C4b2a
EU482335	D5c1a+185
EU482337	D4j8
EU482339	D2a2
EU482342	A2a11
EU482349	A2a2a
EU482361	C4a1a4a2
EU482362	D4j2a
EU482363	A8b
EU482366	D4o2a1a
EU482369	D4j4
EU482370	C4b8a
EU482371	C4a1a3a1
EU482375	C4b6
EU482377	D4j7
EU482379	D4j10
EU482380	C4a1a3b1
EU482383	D4o1c1
EU482385	D4b1a2a2
EU490797	U5b2c2e11
EU515252	W6c1a1
EU523125	K1a11b1
EU523127	G2a3a1a
EU523128	U5a1a1+16192
EU545415	U4b1a2a
EU545417	U4a1a15b
EU545419	U4b1a3a
EU545420	HV10e
EU545421	U4a2d
EU545423	U4a3a
EU545425	U4a68
EU545426	U4d2n
EU545427	U4a1c1
EU545428	U4a1c
EU545429	U4a1b2a
EU545430	U4a
EU545431	U4a1a10a
EU545432	U4a1b2c
EU545434	U4a2g6^
EU545437	R1a1a1b
EU545438	U4d1b
EU545439	HV6a3
EU545442	U4a2e1
EU545444	U4b5
EU545446	U4a2a3a+709
EU545450	U4a73
EU545451	U4a1a10a
EU545454	HV6a
EU545459	U4a1b1
EU545460	U4c2a
EU545461	U4a2a2
EU545464	U4a2c2
EU545465	U4c1
EU545470	G2a7
EU558385	HV5a2
EU564849	I1c1a
EU567326	V3c
EU567453	V1a1b9a
EU567454	V7a+16153
EU567456	HV2a1a3+151
EU568371	H1i1+16177
EU570217	I2
EU571946	U4b1a3a6
EU597486	A2an1
EU597487	R7a1a
EU597488	D4b2b1d
EU597490	L3b1a1a
EU597492	H240^
EU597493	R0a6a2'5
EU597494	A11b1
EU597495	Q1a1b1
EU597500	L3d5a2a1
EU597501	L1c1a1a1b1a
EU597502	L0d1b2b2b1a
EU597503	U7a2a
EU597504	M30r
EU597505	B4a1c4e1
EU597506	B4a1g
EU597510	D1e2
EU597511	H1aq2a1
EU597514	L0d1a1a1
EU597515	H13a1
EU597516	M2a1f1c
EU597517	C4a1a17
EU597518	Z3a1b
EU597519	Q3a1
EU597521	H2a1c2
EU597526	L3d3a1a
EU597528	K2a5
EU597529	A1a1a1
EU597530	D5a2a2
EU597533	C1c1a
EU597534	B2y8c2
EU597535	U5b1c2a1
EU597537	L0a2b
EU597538	H272b
EU597540	U9b1b
EU597541	M7c1a2a2
EU597543	Q1c1a1
EU597544	U5a2b5a
EU597547	F1e2
EU597552	J1d3a2
EU597553	B4b1a2e2
EU597554	M51a1b
EU597556	X2b5
EU597558	M2a1g1
EU597559	B4k
EU597563	M5a2a4
EU597565	F4a1a1'3+709
EU597566	B5a1a7
EU597569	B2e8a
EU597571	G2b2d3
EU597573	I5a1
EU597574	H2b10
EU597575	U4a1x1
EU597577	M17c1a1a2a3b
EU597578	T1a1p
EU600318	X1a3a
EU600319	X1a3a
EU600320	X3a3
EU600321	X2b4a3
EU600322	X3a3
EU600323	X2f
EU600324	X2e2a7
EU600325	X2h+225
EU600326	X2h+225
EU600327	X2h+225
EU600330	H78b
EU600331	H20b
EU600332	H4b1
EU600333	H78b
EU600334	H20b
EU600335	H29a
EU600338	H26b3
EU600339	H20j1
EU600341	H33b1
EU600343	H29a
EU600345	H1ca
EU600346	H13a1a2b
EU600347	H13a1a2b
EU600348	H1b1f
EU600349	H4b1
EU600350	H4b1
EU600351	H4b1a
EU600352	H4b1
EU600354	H5db1^
EU600355	H7c1
EU600357	H7b1b
EU600358	H7b1b
EU600361	K1a17a
EU600362	K1a12a4
EU600363	K1a12a4
EU600364	K1a12a112"
EU600365	K1a18c1b
EU600366	K1a4b1b1
EU600367	K1a5a
EU600368	K1a5a
EU600369	K1a6c
EU600370	K1b1c
EU603401	K1a4a2e
EU603402	K1a11b
EU636711	H4a1a2a
EU660536	D2a3
EU660538	D2a1a
EU660553	D2a1b
EU660570	D2a1a2
EU664586	H4a1a4b25
EU670874	H28a
EU675299	K1a4b3b3a
EU675941	H1ai1a
EU677385	K1a4a1b1b1
EU677750	H5e1a3
EU682394	T2b15
EU682506	U5b2a3j3
EU684000	H26a1
EU692798	K1a4a1c1e1
EU714300	K1b1a2
EU715287	H16b17
EU716647	H2a2a2a4
EU718789	K2a5a1d
EU719211	H4a1a1a3
EU725607	A2b1
EU725611	A2a112"
EU725621	D2a1
EU742148	N1b1a3k
EU742149	N1b1a4a1
EU742150	N1b1a13a2
EU742151	N1b1a1
EU742153	N1b1a2j3
EU742154	N1b1b1
EU744542	T2b19
EU744586	W5b2a1
EU746658	I3m2
EU747355	H1a3
EU747356	T2b
EU768844	H1k1g
EU770202	H1k1a
EU770310	K2b1a1a4a1
EU779660	H1k1a
EU784076	U5b2a1a1l1
EU787451	N2a
EU807741	J2b1c1c
EU810403	K1f
EU828638	D4h2
EU849091	K1b2a2a1
EU862198	J2b1b1
EU884127	K2a11a2
EU914954	H1e1a3a
EU915473	K1a2a18
EU915479	J1c2j1
EU926621	K1a4d6
EU926622	T2b34g
EU935433	HV20a
EU935434	L0a1b1a3
EU935435	T1a7c
EU935440	L3b2a3
EU935442	T2g1a
EU935449	L3b1a2
EU935450	X2j
EU935451	L3f1b2a
EU935456	X1a
EU935458	L1c3a1a2
EU935460	H4d2
EU935461	HV1a2a1
EU979418	H1a3c3
EU979542	T1a4d
FJ004804	R7a1b2
FJ004805	R7a1
FJ004808	R8a1a1f
FJ004810	R7a1b2
FJ004811	R7b1a1
FJ004812	R5a2b3
FJ004813	R7a1b1
FJ004814	R5a2b
FJ004815	R5a2b
FJ004817	R7b1
FJ004819	R6a1a
FJ004821	R7b1a1
FJ004822	R5a1a
FJ004823	R7a1a2a
FJ004824	R30a1c
FJ004825	R31a1
FJ004826	R31a1
FJ004827	R30b1b
FJ004828	R5a2b4a
FJ004829	R5a2b9a1
FJ004831	R7a1b1
FJ004833	R5a2b3
FJ004834	R5a2b4
FJ004835	R7a1
FJ004836	R8a2c
FJ008043	X2m1d
FJ015040	G2b1a5a
FJ147306	X2e2a1
FJ147307	N9a9a
FJ147308	R9b1a2a4a
FJ147309	HV9b1d^
FJ147310	H8b1a
FJ147311	U2e1j2
FJ147313	U4b1a4
FJ147315	U4b1
FJ147316	U4b1a4
FJ147318	Z1a4
FJ147319	D4p3
FJ147322	U4b3b1
FJ157838	L0a2a2
FJ157841	M52a1a1
FJ157847	M52a1a3
FJ161702	H2a1d
FJ168712	D4h3b
FJ168713	D4h3a1c
FJ168714	D4h3a1c
FJ168715	D4h3a1a1
FJ168716	D4h3a1a1
FJ168717	D4h3a1a1
FJ168718	D4h3a1a
FJ168719	D4h3a1a
FJ168720	D4h3a1a
FJ168721	D4h3a1a2a
FJ168722	D4h3a1a2a1
FJ168723	D4h3a1a2a1
FJ168724	D4h3a2
FJ168725	D4h3a2
FJ168726	D4h3a2c
FJ168727	D4h3a2c
FJ168728	D4h3a+16241
FJ168729	D4h3a3a2a
FJ168730	D4h3a3a3a
FJ168731	D4h3a3a1
FJ168732	D4h3a3a1
FJ168733	D4h3a3a1
FJ168734	D4h3a3a1
FJ168735	D4h3a4
FJ168736	D4h3a4
FJ168737	D4h3a4
FJ168738	D4h3a12
FJ168739	D4h3a5
FJ168740	D4h3a5b
FJ168741	D4h3a5b
FJ168742	D4h3a18^
FJ168743	D4h3a6b^^
FJ168744	D4h3a6
FJ168745	D4h3a15
FJ168746	D4h3a8
FJ168747	D4h3a9
FJ168748	D4h3a9a
FJ168749	D4h3a13
FJ168750	D4h3a+16241
FJ168751	D4h3a21a
FJ168752	D4h3a+16241
FJ168753	D4h3a23
FJ168754	D4h3a11
FJ168755	D4h3a17
FJ168756	X2g
FJ168757	X2a2
FJ168758	X2a1a1b
FJ168759	X2a1a1b
FJ168760	X2a1b3b
FJ168761	X2a1b
FJ168762	X2a1b1
FJ168763	X2a1b1a
FJ168764	X2a1c
FJ168765	X2a1
FJ168766	X2a1d
FJ190383	J1c2r
FJ198216	F1b1c1b
FJ198217	G2a1t
FJ198218	G1c2
FJ198219	M7b1a1c2
FJ198220	M7b1a1h6
FJ198221	M7b1a1c1
FJ198227	M8a2f
FJ210914	HV1a1b2
FJ213450	J1b1a1a
FJ213765	J2b2a1
FJ228403	L2b1b4c
FJ230891	U4d2
FJ238094	T2a2c
FJ348151	H36
FJ348153	J1c64
FJ348156	X2c1a3
FJ348157	J2a1a1a2
FJ348166	H36a
FJ348173	V18
FJ348174	U5a1m1d
FJ348175	K1a35a3
FJ348180	T2a1a1c1a
FJ348183	K1a1a1a
FJ348184	N1a1a1a2+16086
FJ348185	H1e1a5
FJ348189	H67a
FJ348190	I5a4e
FJ348193	U3b2a1aa
FJ348194	U2e1a1c2
FJ348196	H1n
FJ348199	H1n2a
FJ348202	J1c2c2c
FJ348203	H6b2a2a
FJ348206	H3e
FJ348207	V6
FJ348208	T2b23a5
FJ348209	H41a9
FJ348210	K1b2a5+13759
FJ348217	W4b
FJ348218	K1a1b1g2
FJ348220	T1a2a3a
FJ348222	J1c12
FJ348224	U3a2a5a
FJ348225	W1f
FJ349555	H3h4a
FJ380210	M42b1a4
FJ380216	M42b2b1
FJ383174	D4e3
FJ383175	D4j1a1h
FJ383176	D4e4
FJ383177	D4j1b
FJ383178	D4j1b
FJ383179	D4g2a1c
FJ383180	D5a2a1+16266
FJ383181	D4j
FJ383182	D4a1e
FJ383183	D4j1a1
FJ383184	D4j1a1f
FJ383185	D4j1a1h
FJ383186	D4j1a1f
FJ383187	D4b2b5b1
FJ383188	D4j1a1a1
FJ383189	D4j1a1a
FJ383190	D5a2a1
FJ383191	D4b2b5b1
FJ383192	D4b2b5b1
FJ383193	D4j1a1a1
FJ383194	D4j1a1a1
FJ383195	D5a2a1b111"
FJ383196	D4j1a1a1
FJ383197	D5a
FJ383198	D4j1b2
FJ383199	D4j1b2
FJ383200	D4j1a1
FJ383201	D5a
FJ383202	D4j1a1a1
FJ383203	D4j1a1
FJ383204	D5a2b
FJ383205	D4b2b5b1
FJ383206	D5a2a1b4
FJ383207	D4e1a2d
FJ383208	D5a2a1b
FJ383209	D5a2a1b4
FJ383210	D4q7a
FJ383211	D4q7a
FJ383212	D4q7a
FJ383213	D4b2b4
FJ383214	D4b2b4
FJ383215	D4q7a
FJ383216	D4q7a
FJ383217	D4j1a1b
FJ383218	D4q1a1
FJ383219	D4q1a1
FJ383220	D4q1a
FJ383221	D4q1a
FJ383222	D4q1a
FJ383223	D4j1a1b2a1
FJ383224	D4j1a1b2a
FJ383225	D4j1a1b2
FJ383226	D4q1a1
FJ383227	D4j1a1b2a
FJ383228	D4j1a1b2a1
FJ383229	D4q1a
FJ383230	D4j1a1b2a
FJ383231	D4j1a1b2
FJ383232	D4j1a1b2a
FJ383233	D4j1a1b2
FJ383234	D4q1
FJ383235	D4q1a
FJ383236	D4q1a1
FJ383237	D4j1a1b2a
FJ383238	M2a2a
FJ383239	M2a2a
FJ383240	M2a1a1a1
FJ383241	M2a2a1
FJ383242	M2a2a
FJ383243	M2a1a1a1
FJ383244	M2a1a1
FJ383245	M2a2a1
FJ383246	M2a1c2
FJ383247	M2a1r1
FJ383248	M2b1f^
FJ383249	M2b1c1
FJ383250	M2b1c1
FJ383251	M2a1b
FJ383252	M2a1b
FJ383253	M2a1b
FJ383254	M2a1b
FJ383255	M2a3b
FJ383256	M2b3a4
FJ383257	M2b3a4
FJ383258	M2b3a4
FJ383259	M2b3a4
FJ383260	M2b3a4
FJ383261	M2b3a4
FJ383262	M2b3a4
FJ383263	M2b3a4
FJ383264	M2b3a4
FJ383265	M2b3a4
FJ383266	M2b3a4
FJ383267	M2b3a4a
FJ383268	M2b3a4
FJ383269	M2b3a4
FJ383270	M2b3a4
FJ383271	M2b3a4
FJ383272	M2a1a3b
FJ383273	M2a1a3a1
FJ383274	M2a1a3b
FJ383275	M2a1a2a1a
FJ383276	M2a1a2a1a
FJ383277	M2a1a2a1a
FJ383278	M2a1a2a1a
FJ383279	M2a1a2a1a
FJ383280	M2a1a2a1
FJ383281	M2a1a2a1a
FJ383282	M2a1a2a1a
FJ383283	M2a1a2a1a
FJ383284	M2a1l2
FJ383285	M2a1a1b1a
FJ383286	M2a1a1b
FJ383287	M2a1s
FJ383288	M2a1a1b1a
FJ383289	M2a1a1b1a
FJ383290	M2a1a1b1a
FJ383291	M2a3c1
FJ383292	M2a1bl"
FJ383293	M4a2
FJ383294	M67
FJ383295	M65b1a
FJ383296	M4a2
FJ383297	M65b1a
FJ383298	M65b1a
FJ383299	M65b1a
FJ383300	M67
FJ383301	M6a2
FJ383302	M6a1a11a
FJ383303	M6a1a11a
FJ383304	M6a1a11
FJ383305	M6a2
FJ383306	M6a1a3
FJ383307	M6a1a3
FJ383308	M6a1a
FJ383309	M6a1a
FJ383310	M9a1b1a1
FJ383311	M9a1b1a
FJ383312	M9a1b1a1
FJ383313	M9a1b1a1
FJ383314	M9a1b4
FJ383315	M9a1b4
FJ383316	M9a1b1a1
FJ383317	M9a1b1a1
FJ383318	M9a1b1a1
FJ383319	M9a1a1c1b1a3
FJ383320	M9a1a1c1b1
FJ383321	M9a1b1'3'4'5
FJ383322	M9a1b1a1
FJ383323	M9a1b1'3'4'5
FJ383324	M9a1a1c1b2
FJ383325	M9a1a1c1b2
FJ383326	M9a1b1b
FJ383327	M9a1b1b
FJ383328	M9a1b1b
FJ383329	M9a1b1b
FJ383330	M9a1b1b
FJ383331	M11a1a
FJ383332	M11a1
FJ383333	M11a1a1^
FJ383334	M11a1'7
FJ383335	M18b
FJ383336	M18a1
FJ383337	M18
FJ383338	M33a2a
FJ383339	M33a1a
FJ383340	M33a1a
FJ383341	M33a1a
FJ383342	M33a1a
FJ383343	M33a1a
FJ383344	M33a1a
FJ383345	M33a1a
FJ383346	M33d2^
FJ383347	M33d2^
FJ383348	M33d2^
FJ383349	M33d2^
FJ383350	M33d2^
FJ383351	M33b1
FJ383352	M33a1b2+10598
FJ383353	M33a1b2
FJ383354	M33a1b2
FJ383355	M33a1b2
FJ383356	M33a1b2
FJ383357	M33a1b2+10598
FJ383358	M33a1b2
FJ383359	M33a3a
FJ383360	M33a2a1b
FJ383361	M33a2c^
FJ383362	M33b1a1b
FJ383363	M35a2a
FJ383364	M35a1b
