baseml_subtree_id	source_tree_file	simulated_tree_file	tree_seed	n_edges_randomized	min_multiplier	max_multiplier	mean_multiplier
baseml_subtree_0011	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0011.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0011.nwk	130803207	3124	0.359706676489	2.49347691252	1.0058797532
baseml_subtree_0012	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0012.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0012.nwk	259824625	2508	0.397586299879	2.22025697377	1.0052260303
baseml_subtree_0013	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0013.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0013.nwk	248531256	1618	0.388690234199	3.52277179496	1.00793857619
baseml_subtree_0014	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0014.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0014.nwk	1296630477	2998	0.374276841265	2.33217897253	0.988024506974
baseml_subtree_0015	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0015.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0015.nwk	970814639	2606	0.415081352895	3.08765736394	1.01015197038
baseml_subtree_0016	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0016.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0016.nwk	728565862	2614	0.457685529734	2.84154812474	1.01217184404
baseml_subtree_0017	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0017.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0017.nwk	1099566517	1052	0.393725284516	2.09811428575	0.992603307871
baseml_subtree_0018	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0018.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0018.nwk	1266356792	1556	0.418087481508	2.29643059262	0.99123629231
baseml_subtree_0019	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0019.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0019.nwk	2075452607	2602	0.378507242221	2.65683875998	0.989185903982
baseml_subtree_0020	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0020.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0020.nwk	1641132738	506	0.439551792375	1.93565620172	0.998677222546
baseml_subtree_0021	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0021.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0021.nwk	501634962	2260	0.434103037206	2.16697755784	0.99924188202
baseml_subtree_0022	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0022.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0022.nwk	213380432	2676	0.398948408232	2.18912163011	0.99656161333
baseml_subtree_0023	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0023.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0023.nwk	759357966	3010	0.43535030463	2.27164041878	1.00595814785
baseml_subtree_0024	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0024.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0024.nwk	616592055	2364	0.405857967135	2.38577450689	1.00402635724
baseml_subtree_0025	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0025.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0025.nwk	830884582	3006	0.404015860399	2.2791835599	0.995118060775
baseml_subtree_0026	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0026.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0026.nwk	792251901	1478	0.430590477286	2.24048336538	1.01357538182
baseml_subtree_0027	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0027.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0027.nwk	84337964	482	0.489719402619	2.01553098834	1.01147381312
baseml_subtree_0028	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0028.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0028.nwk	1064144723	3186	0.418626871466	2.77833575545	0.995042180986
baseml_subtree_0029	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0029.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0029.nwk	541105476	3082	0.416851665251	2.19942713244	1.00209318341
baseml_subtree_0030	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0030.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0030.nwk	309204269	3078	0.407777265381	2.58006685819	0.997097676468
baseml_subtree_0031	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0031.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0031.nwk	1630613705	3652	0.400641205182	2.4351782492	1.0021042513
baseml_subtree_0032	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0032.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0032.nwk	1808937072	3664	0.416037331101	2.5191939785	0.996559989287
baseml_subtree_0033	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0033.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0033.nwk	338894881	506	0.449862445929	2.13391830486	1.00307621973
baseml_subtree_0034	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0034.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0034.nwk	1901841366	2730	0.38646950042	2.62725820698	1.00313826945
baseml_subtree_0035	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0035.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0035.nwk	1671679660	3932	0.375481263399	3.03197371734	0.997583974907
baseml_subtree_0036	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0036.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0036.nwk	1029531118	740	0.40053783782	2.11661939761	0.994793493376
baseml_subtree_0037	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0037.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0037.nwk	441242999	3952	0.393244771608	2.47550295676	1.00920303971
baseml_subtree_0038	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0038.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0038.nwk	54170894	3918	0.403998980489	2.71446399673	1.0074408592
baseml_subtree_0039	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0039.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0039.nwk	826304803	592	0.405613927653	1.98562540668	0.986766567566
baseml_subtree_0040	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0040.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0040.nwk	155797097	288	0.481306283694	2.00418446165	0.991603201622
baseml_subtree_0041	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0041.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0041.nwk	944132143	2620	0.355334615967	2.46794113684	0.997431414788
baseml_subtree_0042	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0042.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0042.nwk	1583383800	2038	0.432567869724	2.2933470558	1.01325176229
baseml_subtree_0043	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0043.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0043.nwk	832447248	3956	0.361681111079	2.35425986094	1.00157156064
baseml_subtree_0044	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0044.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0044.nwk	1237718523	3950	0.410994218424	2.08525323667	0.995242311416
baseml_subtree_0045	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0045.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0045.nwk	1075856882	3034	0.422138125344	2.17414206786	1.00397347587
baseml_subtree_0046	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0046.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0046.nwk	421351335	3886	0.408809218722	2.21904471976	0.997818838485
baseml_subtree_0047	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0047.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0047.nwk	2123160849	3994	0.418028163874	2.30018723556	1.00360283681
baseml_subtree_0048	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0048.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0048.nwk	1662367896	1178	0.388438597126	2.04035179367	1.00059694803
baseml_subtree_0049	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0049.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0049.nwk	1851013386	2864	0.382557793824	2.24035714171	1.00015876003
baseml_subtree_0050	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0050.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0050.nwk	179662472	1208	0.418674572738	2.41477168244	1.00221602941
baseml_subtree_0051	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0051.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0051.nwk	1569638325	1076	0.330514321249	2.1517725884	0.992868744413
baseml_subtree_0052	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0052.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0052.nwk	1751877821	1638	0.393570532753	2.15606276786	0.998194225937
baseml_subtree_0053	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0053.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0053.nwk	692490063	1016	0.430078825661	2.07001275299	1.00129162686
baseml_subtree_0054	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0054.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0054.nwk	944936134	864	0.444648495676	2.00525183845	0.997512459833
baseml_subtree_0055	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0055.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0055.nwk	1864405082	388	0.492030321709	1.62182472282	0.981255545019
baseml_subtree_0056	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0056.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0056.nwk	1702598893	2684	0.404067100611	2.25213575562	0.9976634717
baseml_subtree_0057	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0057.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0057.nwk	848397305	1218	0.34579856542	2.1510722282	1.00833418201
baseml_subtree_0058	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0058.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0058.nwk	522840201	3474	0.329627722584	2.33909046639	1.00318953654
baseml_subtree_0059	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0059.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0059.nwk	789521920	3996	0.438484862547	2.58216774468	0.999046389518
baseml_subtree_0060	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0060.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0060.nwk	1489677847	3998	0.372425589017	2.33941387218	0.997456645349
baseml_subtree_0061	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0061.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0061.nwk	638503274	2286	0.379846606926	2.17720576206	1.00071495909
baseml_subtree_0062	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0062.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0062.nwk	2109031873	3956	0.347032502403	2.61485632861	0.997841251882
baseml_subtree_0063	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0063.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0063.nwk	1291328880	3954	0.41298712106	2.45896250838	1.00275735924
baseml_subtree_0064	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0064.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0064.nwk	368168784	3446	0.418046725974	2.30776437567	1.00417177913
baseml_subtree_0065	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0065.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0065.nwk	996833544	286	0.454522985878	2.06263866897	0.995230380221
baseml_subtree_0066	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0066.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0066.nwk	2066128271	280	0.485928652561	1.75445452829	0.970298463118
baseml_subtree_0067	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0067.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0067.nwk	97898928	3966	0.423702121663	2.29924423271	1.01326075763
baseml_subtree_0068	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0068.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0068.nwk	1571927854	3970	0.394787241222	2.26580434351	0.999087006263
baseml_subtree_0069	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0069.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0069.nwk	354610407	232	0.464224001364	1.74017829365	0.962113070028
baseml_subtree_0070	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0070.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0070.nwk	423562873	3996	0.329740815605	2.33104524337	0.999827248526
baseml_subtree_0071	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0071.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0071.nwk	2097999050	3990	0.360071679174	2.26219167967	1.00221404325
baseml_subtree_0072	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0072.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0072.nwk	391474595	3998	0.354643893068	2.50870665823	0.996574345451
