edge_role	core_subtree_id	baseml_subtree_id	node_id	descendant_tip_hash	descendant_n_tips	old_branch_length	new_branch_length	scale_multiplier	scale_source_core_ids	changed
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000080	fa5dd3452cc2d9c4b468ece0c69e2210e7c8769503c4f0c30e5849a4a784b3ae	2	0.00055	0.00046	0.836363636364	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::KJ856728	b292558fe6a95412d6ebac452262c2c55ab065af1fd5a3f999313b19b6fbf59c	1	0.00055	0.00056	1.01818181818	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000079	cf1f2685281d7e0728406187626d8036f6348958475f84a4c73ddd976405ffd3	3	0.00055	0.00092	1.67272727273	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000061	bd0e165cd62e0cde5f56cfe0ff6f5dc1c78949aa794829a358fbc6371cee63ef	21	0.00055	0.00068	1.23636363636	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::FJ656214	0d8779b6e994fe2e4c9398f192c5962199c59e8c999fff0739cc81ade7a94a49	1	0.00055	0.00056	1.01818181818	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ704303	ae530745ebd8d3159bd1d98dc6059e42b9b32f774155eaaef7dfdc96a47d79e5	1	0.00055	0.00061	1.10909090909	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::GQ888707	630a57c8277340351c492075afc26cde84d4be10ef92a5197e25c6d3ea83bcd7	1	0.00055	0.00059	1.07272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ703089	eb971c28ad4eadd9de676471655f017951976e7d721c395e2cf2391cbf19cb87	1	0.00055	0.00038	0.690909090909	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000085	4e80f40411de598f522d300ba6a0b22e224b1d43bf2b82e5beb0a01a5c9dee55	2	0.00055	0.00045	0.818181818182	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::PV621632	6f393d9e58e8c378dc9cc6fd04caab422cd1dea5d041ebd6e2acc7954665bb97	1	0.00055	0.00047	0.854545454545	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::MF522993	ec1d28ab6809b278ec7c155bce685ad29204ca98d7d461006794b0d0cab8074a	1	0.00055	0.00034	0.618181818182	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ704957	d6f9adfa7b45ebc098c080975c83569575e2416cba90724d5a0104ac873109b8	1	0.00055	0.0007	1.27272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JX153763	1a062c3b740c73cf91bf6559fe30b156c6c957d210e9b2599b121977d556cce4	1	0.00055	0.00046	0.836363636364	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000088	bf586770d5e13320c4be6e64eb410744903e4642da95b8ab7849a7a20f0a7dc9	2	0.00055	0.00049	0.890909090909	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000087	128b28868074b351927fe82bd2271a52fda8378b68a8dfd46b675d1680a1610b	3	0.00055	0.00041	0.745454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000086	1b82fa86165d480f83d1f7ffb3431ac87844c3f1d61e32bee90862f81ecdac12	4	0.00055	0.00083	1.50909090909	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000084	601f4a4333935175ec9b61372717f5339a5511b059233d7711760f79526892af	6	0.00055	0.00045	0.818181818182	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ705435	f57d2bda5067b4dd6e9ec7872099eaf2e8ee4ba8747146f3261cf9f52c203210	1	0.00055	0.00041	0.745454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000083	90df5c7df245fbf0e8f7863a3257a5a9b7562a43e5e17e501877a3c95be4cbf6	7	0.00055	0.00055	1	[]	false
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000082	4a2366b1bd5402d71d81c4689332832ab0a4f3a818df12d21c26999bcd2bd1c2	8	0.00055	0.00041	0.745454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000081	edcd3f0e8df8571ac6a8f5705e9d38bde33e09fbe86c111c33c5e3d3b1a74159	9	0.00055	0.00061	1.10909090909	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000060	e7223e791aaa2f07cd8419fd0f8c142c9fc152f71d9fe32f4d814f04e71f626c	30	0.00055	0.00053	0.963636363636	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ703388	de118dead0c2022294df5df8b5be282d6f6428c3613814c32d7c62794f5037ff	1	0.00055	0.00055	1	[]	false
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::KC257391	aac26045c554bfec129fdfd30aa49644cac6d73bd71ae7d90f3f3168b3a72c28	1	0.00055	0.00049	0.890909090909	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000089	191f6dfec281a401ec730a7cda60c60cf4c8e9f6725e1b1a34e0cd806a2525ba	2	0.00055	0.00032	0.581818181818	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000059	f86cafcf2514e507c66ab95e1fa9c2c72bdbbae798ba3969c1128b3665f94ac6	32	0.00055	0.00051	0.927272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::AF346981	e4bea8548e91a96ac10c08e2e8fb47ea837ca5a0203971e45f939f5fcc8ce136	1	0.00055	0.00066	1.2	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ705944	37959ca13228660970b611c1ebaa8cebc2deaed031076e2b002b6d4d047a9b50	1	0.00055	0.00036	0.654545454545	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000090	eae7553b8038dc6a7e077115ee9d85307917b441bbeec36119957c924d26f6b2	2	0.00055	0.00078	1.41818181818	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000058	96fb52bc781efd571fdecfd1399007f9b8b943948bfda91cbe7d92a891d75afc	34	0.00055	0.00039	0.709090909091	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::KY409551	b9140df541335916d5305615ec84f08121420254c6be0d5f381954f6e80025e3	1	0.00055	0.00044	0.8	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::EF556184	1832a9a64ba86b2b2c47aa33b0160c6aea223fb4d33752bf706b72fa0b3a0c66	1	0.00055	0.00035	0.636363636364	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000091	bc3a30087aad0f30d0e81ee2c958f7ba94c2422db0526055c4c35be6017d662b	2	0.00055	0.00071	1.29090909091	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000057	5e154473a585e48a6e4a750e06dd334ff02904c9e1654d4c09c22af8c6551cc8	36	0.00055	0.00045	0.818181818182	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324627	b5dce668b0648f1d5716393c6e5c787a05cc5a027db92bc8a4ad28fa6979eadd	1	0.00055	0.00037	0.672727272727	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324844	30d5f93bda5a0252bdd70b116d5b92291a86aac66903d7e12b7dc31ef957614d	1	0.00055	0.00044	0.8	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000092	2ca669adb495a95593c6a59bb9e252fa84ae26b0481b490f8ea3ee94a4d3f9af	2	0.00055	0.00042	0.763636363636	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000056	1cb4ca5fa8d8803f2b5d03219d345c3d44ee343d5b2795952eb3f85aecc05f7c	38	0.00055	0.0005	0.909090909091	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ704756	d771b945f76890c9121ee38517c644e725c7b9dff508ff9f36f4fce7e3deea0b	1	0.00055	0.00062	1.12727272727	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000055	7d244a5691d64501ee567ef1d3ea5802e7164f5d55fb742dc499b5a75379c433	39	0.00055	0.00057	1.03636363636	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::MG952860	7016b1789c235ef1cba47c1227fca9b8166e4286674acbf2cd13343872d2c708	1	0.0007	0.00054	0.771428571429	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::KY409375	07a141a66e716df7aecea852008f57a422abdbac08fe0ba84e8572771559e94b	1	0.0007	0.00059	0.842857142857	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000096	7e0b0b75300b2ca3026f7bcebde969c1054a70b49b9060123a49982cb79d6d74	2	0.00055	0.00058	1.05454545455	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ701806	7118ea2b8dc0eada4f81fb470e6d1d448e6127457f0ebd5a5909a13a373ef1cd	1	0.00055	0.00044	0.8	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ703571	2447d0c8fff3d624ed95716b33b1cceae0160e6b38bacf6899e8b7a20f55cf35	1	0.00071	0.00076	1.07042253521	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000098	b6fa7b482e32593f5b037e4b68653d5a3fd73d03dd620eb1d06655d2d3d65f47	2	0.00055	0.00064	1.16363636364	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::DQ489525	b45420a0e788a41815fb4780bf3679f7938a1631d562374ecad7eae865a0b54e	1	0.00055	0.00091	1.65454545455	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::EU372630	63bf12c74cede7560222ff2190ee8901622d4cda74bb9aa9d7a3d74b1a63e28b	1	0.00055	0.00058	1.05454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000104	8a519b06d5fc937fafedcb802c0d1bbae7a376c7936bef8653da59d6214242e8	2	0.00055	0.00044	0.8	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::HQ658466	005bafd1d4d9d6298eb134deecb8367e837a27726d20db068d998e1bca7f5c3a	1	0.00084	0.00095	1.13095238095	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ705678	0b53d52480ab91de6e410d7ddf8d9d1b26b88fa23fe417f534ec668c21e7c9b6	1	0.00055	0.00053	0.963636363636	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000106	12f8acafc9bf886edfcf48b7547b6fb7fa4dab61c8046311c4d029c3f4330516	2	0.00055	0.00056	1.01818181818	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ703536	81e4cd7a375fb106372927029d7427f18852e5eb0a267fdc6be1819e51eb9e86	1	0.00055	0.00065	1.18181818182	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324660	bc1d472321e1e378f89f524c17758c7d8b0a5d9dc9d2e993e9e4cd4a7ab8ea0d	1	0.00055	0.0004	0.727272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::KF162949	cc967d9086f68f97adb0253c09f70f8b62a2bec0408b1e534589d6fee02dabbd	1	0.00055	0.00069	1.25454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000108	fecdaa13014a72aa622c945e0eb6ec141bc2861ffc17d5bd75dae0fe56eabd6a	2	0.00055	0.00056	1.01818181818	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000107	e5be5a54e8c678778ebf83898c5aa28d49bfe7d63021bee3b75c650f9eceec27	3	0.00055	0.00044	0.8	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000105	14e5073a55567f865481a5c85299e9ee069ec1f51222c612e36315513fb9d787	5	0.00055	0.00038	0.690909090909	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000103	cc8660a58fccbba8ebab1a2ce24bd823dea1468d0573220dc7e6ab64df16c6f4	7	0.00055	0.0005	0.909090909091	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ703631	b2cb0a84378d85bb41c52e4069612d74d0e5f1a7d652d22a1eb3bea3091d8546	1	0.00055	0.00052	0.945454545455	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::OL619809	f09f01669a557bab3e4d5fed2825697a55c0d3dea184430fb25ab1aa0dcf210c	1	0.00055	0.00042	0.763636363636	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000110	ea2c55a4db7d1901733b13c5f93fc5c7ede070175ea9d50b2fa141d5035556f5	2	0.00055	0.00069	1.25454545455	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ704199	89fb1ccb2f50fa6a31eb3304240285783cb2b07d52a9db9193e4c7d11af48822	1	0.00055	0.00038	0.690909090909	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ704398	1132d46835c99f9421b4f7ccbeaec94c6fd4434912d55e3d4eb9ca1ca3af69e4	1	0.00055	0.00055	1	[]	false
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000111	fe3b97e9e1367231dceebd24854e6684453990d3c119becf7b20228f162719d1	2	0.00055	0.00065	1.18181818182	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000109	bed1385cbbd32848d2660469c10a442d0e09429539ca22cb4dcbd0fa6dea6a27	4	0.00055	0.00031	0.563636363636	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000102	82d6f3d8fedc0bd0edaf5b304e3673ca8c633ea0e3f56e901b26be3cecd5376a	11	0.00055	0.0007	1.27272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ705294	bbdcf3c6513d31347e84da56a72aaa2295050659f3b8ef43c9f02cdc8d1c18f1	1	0.00055	0.00058	1.05454545455	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::EF491001	46f8f19373f0d85e4c8f223d61237c63efb2c7c72b0d8f8b4580992c3884722f	1	0.00055	0.00097	1.76363636364	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ704358	a43608b29c389f44cad215a003f2ac009411655be5f30e248e7d9e32e6ca48b6	1	0.00055	0.00052	0.945454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000116	8c863420d92c256862c79536467bcdeeb6b8a878a3770f2b9723a806b7886eb1	2	0.00055	0.00049	0.890909090909	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::AY495119	db12607a534a9f9769119b1206ef2702d9c36d33382bb7729bf30bd4bc8efad2	1	0.00055	0.00062	1.12727272727	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ704090	ffbcb5256d5997adf1a6d9dd2fa6f5d040994b56ef47f99b2e12acd373974188	1	0.00055	0.00064	1.16363636364	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000117	ee3e4d46cc212eccf98acc0c77ac438d7c877cb6c3f9532afe0ac110c8529c9c	2	0.00055	0.00063	1.14545454545	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000115	c38b74766e2f11f95b157b9489771c998eef7f4e6b36bcf3ea82a5c08ad494a3	4	0.00055	0.00036	0.654545454545	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324736	7f9d3460cf5f95c7e2e279a64155c1ecbb9ce079a650d2c338a13b3916d5652c	1	0.00055	0.00046	0.836363636364	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JX297163	7fe8732e5c3052e441fbb6100034f13c2a3e40f77b3b3390be35f0adb853678a	1	0.00055	0.00044	0.8	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000120	583b63e7162f622957538ae404c24651d9532a59029040043a11e324efe9a0ea	2	0.00055	0.00058	1.05454545455	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324870	ec27434d9c55f064b89562615f1c1354d459d8731ad9faef7f0612984143ca85	1	0.00055	0.00036	0.654545454545	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324599	74689c450d36b048419e3de9f762a6e98fd73ea0718414a2dff40f29d2d75e29	1	0.00055	0.00079	1.43636363636	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324650	474b9c3e87d6109522c37e52e8a21df2574be074964def3d0a6de41ece86e103	1	0.00055	0.00058	1.05454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000123	3d84a0009053af564b05774bea3c7979be0fc65754b971e062fb713c85550005	2	0.00055	0.00047	0.854545454545	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000122	53948446ee7d4873f979f85c45c3f8191d8ca46b383923cb5228e7760b0eb95f	3	0.00055	0.00072	1.30909090909	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324539	ba1de1505fde4fe0ab7f617b2bdf55801e9369c5ffdf60591ded9f0d26b8201b	1	0.00055	0.00046	0.836363636364	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000121	943de662997497d72725879a5279c1b809fc1b7f9b4faad0e53700e125dab2b4	4	0.00055	0.00058	1.05454545455	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000119	8ed3783098c8ed800f10c2b9e0111943aac41ca3e4aa744164aed5b8541ed6b9	6	0.00055	0.00044	0.8	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324760	94f0d3c0770e6bfb7dd19afcd52396c5b9e877b42380542440168c4b2a0ad82a	1	0.00055	0.00076	1.38181818182	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324864	dda89b6af0ffa8c970b88503677472853309164d09c251b9610c1998ffa8b691	1	0.00055	0.00042	0.763636363636	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000127	96607cff58ef97d28c4b80695f9dc458f0f564b97fd04511b46581acc16325f1	2	0.00055	0.00073	1.32727272727	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324705	9005451ae8d950540b929860fd31d20e6a8092ad8f7bd764484e01ec4ffc9dc3	1	0.00055	0.00085	1.54545454545	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000126	b058689717f452db31cace072ebdb0e899849d587756821926bb1db8a7178f4d	3	0.00055	0.00051	0.927272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324525	da73d825a77badd41de0f63433f9cc20cf5415d419d1a7c9a3e6711b2d235413	1	0.00055	0.0004	0.727272727273	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000125	5e7318c010b8663e8921d7e8871647365b098368343f88639112c66fab600c7c	4	0.00055	0.00043	0.781818181818	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324604	57c333e3d87cd14daeee060bf793582fdb79ba3fefe9ca2cea3319bdf9be9430	1	0.00055	0.0007	1.27272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ324901	58efd5a273a66af623259830bf6c22548b984f5aa456b25e9146a72fa97fd6c7	1	0.00055	0.00065	1.18181818182	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000128	f2a26c6b4193bf839c2a60018117bb5cf3a212b7b623447b7d0a06dec4e8ae8a	2	0.00055	0.00049	0.890909090909	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000124	e953d1b054b8e56e19f20dbff4de8a10c01a32cfb26f8fae716086c867913442	6	0.00055	0.00059	1.07272727273	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000118	2d570a41ea86d5e2fc2a6de8f1ee92e04c20b935ec911b3af075b5d422fc671e	12	0.00055	0.0006	1.09090909091	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000114	effa92e8f6bb41d861855e275c36862e3ed8f97c053d99a0d19f75ffdd888fe6	16	0.00055	0.00059	1.07272727273	[]	true
core_tip	core_subtree_0001	baseml_subtree_0001	TIP::JQ703147	d2ba9e9b88a94cb9074f94040b7902474a828b9849c6c171635824bd77fa5acb	1	0.00055	0.00036	0.654545454545	[]	true
core_internal	core_subtree_0001	baseml_subtree_0001	NODE_000113	710c6ccbf4e58dc699b8993ee9811a9100230b57dcc83a73e9f4a150bc436093	17	0.00055	0.00072	1.30909090909	[]	true
